3187,41;3188;3184,32;3184,99
3184,99;3187,87;3184;3187,87
3187,89;3191;3182,69;3182,91
3182,91;3184,29;3182,54;3183,99
3183,99;3183,99;3178,29;3178,29
3178,26;3180,08;3178,08;3179,26
3179,25;3182,66;3178,99;3182,06
3182,06;3183,65;3180;3182
3181,99;3183,2;3181,14;3181,7
3181,69;3183,26;3180,83;3180,84
3180,84;3182,9;3180,84;3182,26
3182,27;3182,64;3180,03;3180,03
3180,04;3180,04;3177;3177,23
3177,27;3178,88;3177,27;3178,1
3178,26;3181,66;3178,25;3180
3180;3181,34;3179,03;3180,98
3180,98;3181,64;3177,45;3178,09
3178,09;3181,42;3177;3181,42
3181,45;3181,65;3177,83;3177,83
3177,83;3178,28;3175,54;3178,09
3178,09;3179,31;3176,37;3177,72
3177,72;3178,24;3175,03;3176,96
3177;3179,56;3176,41;3176,92
3176,82;3177,94;3176;3176
3176;3176,64;3173,8;3175,7
3175,7;3176,73;3171,63;3173,43
3173,47;3173,5;3166,08;3167,91
3167,78;3171,05;3166,46;3167,97
3168,1;3181,06;3167,67;3181,05
3181,06;3252,05;3181,06;3234,98
3234,57;3237,72;3221,12;3231,32
3231,32;3238,61;3219,45;3233,76
3233,57;3244,16;3233,01;3237
3237;3240,29;3233,27;3239,55
3239,55;3244,51;3235,27;3237,77
3237,76;3237,76;3221,49;3232,18
3232,18;3236,67;3232,13;3234,64
3234,64;3236,28;3234,12;3235,55
3235,55;3239,98;3234,54;3236,38
3236,38;3270;3236,38;3268,05
3268,04;3280;3253,93;3271,84
3271,85;3280;3261,6;3269,87
3269,87;3299;3268,51;3292,07
3292,31;3295;3281,84;3293,99
3294,01;3297,58;3282,62;3286,52
3286,52;3286,52;3274,56;3278,57
3278,56;3281,7;3264,47;3265,24
3265,23;3274,55;3263,68;3274,28
